ID,name,category,deadline,goal,launched,pledged,status,number_backers
1440769145,"Beyond the Sea Treats at Lincolnville Beach, Maine",Restaurants,3/28/17,20000,1/27/17,1,failed,1
1440996885,Tacos el chamuko,Food Trucks,4/22/17,12000,3/8/17,250,failed,3
1441080176,Bed and breakfast in Salt Lake City,Restaurants,5/9/15,700000,4/9/15,0,failed,0
1441133330,the bier boutique...bringing the Midwest to Key West,Restaurants,10/24/16,30000,9/9/16,4410,failed,27
1442890659,BC's Food Truck - bring back the burger campaign!,Food Trucks,9/10/15,80000,7/12/15,565,failed,7
1443649396,between the buns / honor dogs,Restaurants,9/3/14,250000,8/4/14,100,failed,1
1444842648,Kurbside Katering,Food Trucks,12/4/15,7000,11/4/15,1390,failed,25
1444950209,Support The Pig & Be in Hog Heaven at YummyPig BBQ Cafe,Restaurants,4/17/15,8000,3/18/15,2177,failed,12
1446078475,Food Truck Revolution Chicago,Food Trucks,10/6/14,10000,9/6/14,100,failed,1
1446174295,Pizza N Pasta 2,Restaurants,6/4/14,15000,5/5/14,26,failed,2
144618184,The Aurora Outpost Restaurant/NightClub,Restaurants,10/15/16,100000,8/30/16,0,failed,0
1447753070,Opening A Cakery In Small Town America,Restaurants,9/10/14,10000,7/12/14,117,failed,6
1447917294,Have a Cup of Coffee and Catch Your Breath,Food Trucks,4/14/15,2700,3/15/15,745,failed,18
144818697,Mustovian Brew Pub (Canceled),Restaurants,11/7/15,25000,10/17/15,20,canceled,1
1448875661,Red Apple Cafe - Bringing new life to an old restaurant,Restaurants,9/25/15,300000,8/26/15,0,failed,0
1449116159,Ursa Minor Restaurant,Restaurants,3/15/17,25000,2/13/17,30815,successful,151
1449644058,TaterVille- Giant Stuffed Baked Potatos,Food Trucks,9/25/15,10000,8/26/15,33,failed,1
1451199598,Hoping to help out in the community through food.,Restaurants,9/9/17,15000,7/26/17,0,failed,0
1451901602,Tu Bones BBQ Food Truck/Trailer,Food Trucks,3/27/16,30000,2/26/16,152,failed,4
1452583439,Chefboy'z soulfood on wheels,Food Trucks,5/7/17,8000,4/7/17,1,failed,1
1452615308,Breux & Roux,Food Trucks,9/19/16,45000,8/20/16,10,failed,1
1452880319,Halal Restaurant and Internet Cafe,Restaurants,11/15/14,35000,10/16/14,0,failed,0
1453044639,Vegan fast food,Restaurants,3/8/16,500000,2/7/16,110,failed,2
1453212656,the gluten free chef presents: Raise it for the Roc!,Restaurants,10/20/14,6500,9/5/14,162,failed,5
1454522932,Bonnie's Kitchen Table,Restaurants,4/20/15,15000,3/21/15,685,failed,4
1456018266,Cupcake project for my family,Restaurants,10/17/14,100000,9/17/14,25,failed,2
1456538454,Mouth Watering Mobile Restaurant,Food Trucks,7/31/16,35000,7/1/16,1,failed,1
1456687270,FAT MONDY'S FOOD TRUCK,Food Trucks,3/3/17,30000,2/1/17,0,failed,0
145693293,Power Up!!!,Food Trucks,6/3/15,1000,5/4/15,140,failed,3
1458530133,Em's Delights: Creating the Delight-Mobile!,Food Trucks,5/12/16,10000,4/11/16,5580,failed,53
1458979925,Sharing the love,Restaurants,1/31/17,15000,12/16/16,0,canceled,0
1460282092,"Help Open Simply JJ's Restaurant, In Memory Of my son JJ,",Restaurants,4/27/15,7000,2/26/15,135,failed,2
1460462553,Steaming Cow Pies... Your NEW favorite dessert at the fair,Food Trucks,10/1/14,30000,9/11/14,0,failed,0
1460545724,the BLUE BALLS BUS (a fun new food truck featuring Arancini),Food Trucks,8/28/14,20000,7/24/14,5783,failed,117
1460921984,The Pitt BBQ & Southern Style Cooking,Restaurants,5/21/15,50000,4/21/15,0,failed,0
146135033,Paleo Grass Fed  Wild  Caught Fast Food Organic,Restaurants,5/20/15,5000000,4/20/15,0,failed,0
1463933761,Flora & Fauna Fine Food Bus,Food Trucks,9/9/14,45000,8/9/14,8792,failed,64
146455873,Ms Tee's Mobile kitchen,Food Trucks,8/5/16,15000,7/6/16,10,failed,1
1464679955,Savannah Food Truck Festival,Food Trucks,4/8/15,3000,3/9/15,680,failed,7
1465281318,Homeless Vet's Kitchen,Food Trucks,8/8/14,12050,7/9/14,525,failed,22
1465782091,Linden Public House - Kitchen Equipment,Restaurants,11/22/17,18000,10/23/17,1000,failed,1
1467705973,Support Cupcakes! G.G. Sugarplum's Mobile Bakeshop,Food Trucks,4/25/16,50000,3/17/16,6866,failed,35
1468102019,Depot Springs Beer Company and Restaurant,Restaurants,1/29/15,75000,1/9/15,436,failed,8
1470832580,Metzy’s Taqueria Expansion to the Newburyport Train Station,Food Trucks,3/29/15,30000,3/4/15,30701,successful,409
1471057017,A Neighborhood Cafe for East Durham Pie Co.,Restaurants,8/15/16,20000,7/18/16,24266,successful,395
1471114284,Handmade Pork or Vegetarian Gyoza / Potstickers,Restaurants,3/12/15,20000,2/10/15,682,failed,20
1471422120,Cafe 911 - Bistro and Bar,Restaurants,12/19/14,650000,11/4/14,0,failed,0
1471531458,Coffee Ink. Knoxville Cafe/Brunch Truck,Food Trucks,3/27/15,25000,2/26/15,10,failed,1
1473385272,Wabi Sabi Izakaya and Bakery,Restaurants,9/30/17,25000,8/31/17,12424.11,failed,18
1473890250,"RAVIN ROLL - Filipino Food Truck in Sarasota, FL",Food Trucks,7/18/17,20000,6/17/17,1225,failed,10
1474569788,Bones: Life-Changing Pizza in Minneapolis,Restaurants,12/19/15,50000,11/21/15,24155,failed,173
1474717171,Après Slope.,Food Trucks,8/10/15,4300,7/20/15,0,failed,0
1474939068,Gather: Impact Your Community Through What You Eat,Restaurants,2/8/16,20000,1/9/16,430,canceled,8
1475779297,"Fro-Joe's, Ocean City's First Rolled Ice Cream Shop",Restaurants,11/28/16,70000,9/29/16,107,failed,3
1476653869,BBQ Empire,Food Trucks,9/5/14,6000,7/22/14,60,failed,3
1476874709,Sutra Harvest Beat,Restaurants,1/8/16,20000,12/9/15,5512,failed,28
1477053377,Exodus Bagels - Quit Your Wandering!,Restaurants,9/11/16,60000,8/11/16,63164,successful,643
1477066114,SoHo Style Urban Chez Restaurant Reinvented,Restaurants,10/31/14,25000,10/17/14,17500,failed,31
1477258286,The StopAlong,Restaurants,7/21/16,15000,6/21/16,15297,successful,175
1477585499,Epic Pops Popsicles,Restaurants,2/16/17,10000,1/17/17,20,failed,1
147850616,Gathering Restaurant: For those seeking a second chance.,Restaurants,2/20/15,10000,1/21/15,1302,failed,13
1479091328,Gourmet Grilled Cheese Trailer,Food Trucks,4/1/15,27500,3/2/15,0,failed,0
1479263197,PopPop Cafe,Food Trucks,6/27/14,22000,5/28/14,275,failed,6
1479483973,GlutenFreeFromHome,Restaurants,3/11/15,50000,2/9/15,1,failed,1
1479509050,"My Potato Factory ""Changing the world one potato at a time""",Restaurants,12/17/17,35000,11/2/17,10,failed,1
147954396,Mia Miscela Smoothies Etc. (Canceled),Food Trucks,5/20/15,15000,4/20/15,0,canceled,0
1480413730,Knowhere Comics Coffee Games Anniversary Party & More,Restaurants,11/1/17,1000,9/27/17,1145,successful,3
1480847954,"Buying a bakery, 1 dream at a time",Restaurants,11/27/15,15000,11/2/15,0,failed,0
1480883961,Pocono Info Word To The Wise,Restaurants,9/17/15,1000,8/18/15,0,failed,0
14818139,Sure Shot Coffee by Vardagen,Restaurants,6/8/15,8000,5/18/15,9081,successful,73
1482105351,Lil Chef Cooks,Restaurants,6/16/15,2000,5/12/15,270,failed,7
1483271425,Your Cafe,Restaurants,11/21/15,120000,9/22/15,10,failed,1
1484489475,Help us keep our Mexican Healthy Restaurant in business,Restaurants,2/19/15,25000,1/20/15,3630,failed,79
1484561407,The Local: Great food...   Naturally,Restaurants,1/19/15,175000,12/20/14,14288,failed,103
1485130571,"Ministry of Sandwiches Etc. Food truck, Oak Park IL",Food Trucks,5/14/16,8000,5/4/16,8820,successful,66
1485780023,No more Hunger,Restaurants,3/16/16,15000,1/16/16,78,failed,5
1486973913,Jolly's Hot Dogs An All-Beef Coney Dog,Food Trucks,7/10/14,8000,6/15/14,55,failed,2
1487604457,Delivermont Delivery Services Project,Food Trucks,9/3/14,6000,8/4/14,0,failed,0
1487640296,EEZ into Your Day,Restaurants,10/19/16,8500,9/4/16,130,failed,3
1487762306,Fund the Freedom to Bear Arms,Restaurants,10/21/14,200000,8/22/14,50,failed,1
1488896892,Greek Street,Food Trucks,9/10/15,5000,8/20/15,5070,successful,33
1489650087,MoonCheese Burgers,Restaurants,6/30/17,60000,5/16/17,1,failed,1
1489721940,Meggrolls: Transition from Truck to Shop!,Food Trucks,2/14/16,25000,1/15/16,26300,successful,184
1490163429,Goody Goody Gumbo (Austin's yummiest gumbo trailer!),Food Trucks,3/20/17,5000,3/10/17,5180,successful,35
149054534,"ALTA BAJA MARKET: Southwestern Heart, Mexican Soul",Restaurants,5/27/16,12000,4/27/16,14002.77,successful,145
1490923851,Steel City Samich TRUCK,Food Trucks,8/3/14,50000,7/4/14,184,failed,8
1490959159,Miss Molly's Cafe & Pastry Shop,Restaurants,6/19/16,11000,5/17/16,13305.11,successful,135
1491368586,Munchies food truck,Food Trucks,10/3/14,200,9/3/14,6,failed,2
1491591869,Terra Mare: Sustainable Organic Taste at the Wine Country,Restaurants,8/4/14,19450,6/19/14,1207,failed,21
1492386330,The Strudel Guys need a Food Truck,Food Trucks,5/9/15,30000,4/9/15,86,failed,4
1492750379,UnWINEd is a simple concept wine bar,Restaurants,12/5/14,20000,11/20/14,0,failed,0
1492890119,Thundercat Food Stuff,Food Trucks,10/5/17,25000,9/5/17,10,canceled,1
1492903728,"Culinary conundrum plaguing the community of Franklin, IN",Restaurants,6/26/15,1,5/27/15,0,failed,0
1493272267,Soul Food and Barbecue Express,Restaurants,9/19/15,5000,7/21/15,0,failed,0
1493339447,Miss Ora's Kitchen - Fried Chicken and Sweet Potato Biscuits,Restaurants,4/19/17,18000,3/20/17,18785,successful,180
1493381491,THE CRABBY SHACK - WE'RE ALMOST THERE!!!!,Restaurants,6/12/14,25000,5/13/14,28655,successful,115
1493486003,Johnny Mac's,Food Trucks,3/13/15,500,2/11/15,25,failed,1
1493612342,JaziBakes! PopUp Bakery,Food Trucks,8/24/17,20000,7/10/17,0,failed,0
1494362446,Stevie's Gourmet Grilled Cheese Restaurant,Restaurants,5/1/16,30000,4/1/16,25,failed,1
1495147595,"Level-Up: Beer, Games & Grub",Restaurants,6/23/16,50000,4/25/16,505,failed,10
1495909298,"Cafe with great coffee, great breakfast, and great friends",Restaurants,9/18/15,10000,8/19/15,0,failed,0
1495909574,junk food bus,Food Trucks,1/5/16,150000,12/11/15,0,failed,0
149628024,PB&J's BBQ Sandwich Food Truck Fundraiser,Food Trucks,1/23/15,2850,12/24/14,26,failed,2
1496364910,Burritos in the Holy Land - Kosher Mexican Jerusalem!!!,Restaurants,10/17/15,20000,9/17/15,15,failed,2
149768884,New Beginning- A cafe to nourish the body and spirit!,Restaurants,10/28/15,10000,9/28/15,0,failed,0
1498020766,Grindhouse Cafe Coffee & Food Truck in NWI,Food Trucks,7/16/15,8000,6/16/15,10679,successful,120
1498294497,Big E's Barbeque,Food Trucks,4/22/16,60000,3/23/16,2,failed,2
1499503651,"Save Annie's Pizza in Noel, Missouri!",Restaurants,11/28/14,15000,10/29/14,0,failed,0
1500419054,A New Kind of Nurse BURN OUT! (Canceled),Food Trucks,7/2/16,15000,6/2/16,0,canceled,0
1500495017,Fantastic Funnel Cakes,Food Trucks,8/30/15,4600,8/4/15,0,failed,0
1500545236,The Soup Guy,Food Trucks,5/3/17,7500,4/18/17,30,failed,2
150065136,AD's Snack Shack,Food Trucks,9/9/17,25000,7/11/17,1,failed,1
1500881452,Jitters Too,Food Trucks,8/16/16,9000,7/22/16,241,failed,8
1502985139,Cuvee 103 Bistro,Restaurants,12/24/15,50000,11/30/15,0,failed,0
1504311176,"Heart Cafe: Stir your soul with local food, friends, culture",Restaurants,1/3/17,8860,12/1/16,9620,successful,74
1504362708,"MONKEY BOAT. A frozen banana, ice cream and smoothie shop",Food Trucks,6/17/15,3450,5/16/15,15,failed,2
1505054804,Violet's Café,Restaurants,2/2/17,50000,12/6/16,100,failed,1
1505282780,Reno's Cafe and Confections,Restaurants,9/28/14,500000,7/30/14,100,failed,1
1505408322,ThymeShare LLC Expansion,Restaurants,11/4/16,100000,9/27/16,2632,canceled,7
1505624853,Crazzi Cat,Food Trucks,10/10/14,5000,9/3/14,0,failed,0
1506739933,Intentional Swine,Restaurants,9/20/16,25000,8/21/16,26535,successful,100
1506911953,The Optimistic Onion: A Denver Food Truck,Food Trucks,5/5/15,5000,4/14/15,5526,successful,20
1508280260,John in the desert,Restaurants,4/2/15,20000,2/21/15,0,failed,0
150947298,"The Dancing Elephant, Traditional Dosa and Indian Cuisine",Food Trucks,3/5/16,28000,1/5/16,201,failed,9
1509542614,The Rising Thunder bakery,Restaurants,10/18/15,100000,9/18/15,1,failed,1
1509645315,A Taste of Sweden restaurant in college town downtown area,Restaurants,5/18/17,200000,3/19/17,10,failed,1
1510024320,Awful Waffle,Food Trucks,6/25/16,10000,5/26/16,0,failed,0
1510344334,"Food, Pizza, Family Entertainment, local, fun, affordable",Restaurants,3/26/15,150000,2/3/15,785,canceled,5
1510752664,Indigena Bistro: Reconnecting worlds one bowl at a time...,Restaurants,12/21/17,2500,11/21/17,100,failed,4
1511593121,JB Cakes,Restaurants,9/21/14,5500,8/27/14,5603,successful,29
1511598791,"New Greenfield, IN Restaurant (Fast Food)",Restaurants,9/27/14,500000,7/29/14,175,failed,3
1511852441,Help Launch Lina's Lunch Truck,Food Trucks,9/22/16,42762,9/20/16,27,failed,1
1512326589,Building a Home for Brigadeiro Bakery,Restaurants,11/29/14,20000,10/30/14,23901,successful,262
151277075,Ma Matties Lobster Hut,Food Trucks,7/15/14,20000,6/15/14,5,failed,1
1513248116,New Concept for Geneese County of 2015,Restaurants,2/14/15,15000,1/25/15,0,failed,0
1513318118,Igloo Rolls Food Truck,Food Trucks,10/29/16,5000,10/8/16,5197,successful,88
1513319885,MelRock Cafe  The Best of American and Jamaican Cuisine,Restaurants,11/1/14,12000,10/2/14,1,failed,1
1515007162,SERiNO'S PiZZA Hawaii Kai Koko Marina opening soon!,Restaurants,8/21/14,35000,7/23/14,122.15,failed,5
1515067215,Biddy Balls to sell at Minnesota State Fair,Restaurants,8/18/14,15000,7/19/14,15,failed,1
1515165653,Beijing Mobil Food,Food Trucks,7/20/16,100000,6/20/16,8,failed,1
1515273071,platesfromparis Food Truck,Food Trucks,1/2/17,10000,11/30/16,0,failed,0
151535648,Help Universal BBQ Come To Life,Restaurants,8/26/14,7500,7/27/14,0,failed,0
1515486518,The Drunk Alpaca Bake Shop Food Truck & Farmers Market Stand,Food Trucks,9/4/16,7500,8/15/16,7605,successful,56
1515596367,From nothing to something in kc (Canceled),Food Trucks,11/8/14,7000,10/9/14,1,canceled,1
1515755079,Knights mobile kitchen,Food Trucks,10/12/15,20000,8/14/15,10,failed,1
1516932929,Paul's On A Roll : Hotdog Truck Vending,Food Trucks,6/10/17,260000,4/11/17,1,failed,1
1517928827,Fattoria,Restaurants,3/21/15,500000,2/19/15,1,failed,1
1518522021,Melva Jeans Coffee House,Restaurants,12/10/15,25000,11/10/15,1125,failed,7
1519582956,Help Bring BACK Rockin H BBQ!!,Food Trucks,5/22/16,15000,4/7/16,500,failed,3
1520160677,The Pumpkin Roll Express/Mean Bean Cafe Express,Food Trucks,9/1/14,20000,7/21/14,0,failed,0
1520242340,Headers Automotive Themed Bar and Grill Venue,Restaurants,4/13/15,25000,3/14/15,0,failed,0
1520971526,Cajuns Corner Cafe. Authentic Cajun food for central Ohio.,Restaurants,5/19/16,80000,4/4/16,77,failed,5
1522685565,Big B's BBQ Food Truck & Mobile Catering,Food Trucks,10/2/17,40000,8/18/17,0,failed,0
1522860530,Bob's Atomic Burgers,Restaurants,10/7/15,30000,9/7/15,30986,successful,203
1523105054,Resort Style Pool and Lounge,Restaurants,7/30/16,150000,5/31/16,0,failed,0
1524609866,Hand Rolled Ice Cream,Food Trucks,7/15/17,10000,6/30/17,47,failed,2
1525351686,Uncle Mike's Barbecue and Cider Bar,Restaurants,1/5/17,6000,12/1/16,11,failed,2
1526868534,MyHalalEats - Order Halal food in just a few clicks!,Restaurants,10/30/15,2000,9/30/15,0,canceled,0
152691414,Amy Christina's Take and Bake,Restaurants,4/12/17,4000,3/13/17,0,failed,0
1527704416,Somethin' Tasty,Restaurants,12/13/14,1150,11/28/14,0,failed,0
152848925,Getting down to business,Restaurants,11/27/15,300000,10/28/15,0,failed,0
1528846653,Hotbox Hooka,Restaurants,8/3/15,450000,7/4/15,0,failed,0
1528904167,Jive Turkey Food Truck,Food Trucks,3/27/16,35000,2/16/16,2,failed,2
1529738022,Re-Open Ale House Pub and Eatery,Restaurants,3/11/15,50000,2/9/15,151,failed,4
1530778672,"Experience ""Galaxy""",Restaurants,8/29/17,750000,6/30/17,1,canceled,1
1532420359,Second chances,Food Trucks,12/22/15,15000,11/22/15,1,failed,1
153253545,"Yo! Salsa Modern Latin Taqueria & Cantina - Live,Love,Tacos",Restaurants,9/6/15,5000,7/23/15,700,failed,12
1532569748,California Burger,Restaurants,8/16/15,25000,7/2/15,0,failed,0
153300651,Growlin: Food Lovers App,Restaurants,8/25/16,9000,7/11/16,11,failed,2
1533279260,La Cubana's Food Truck!,Food Trucks,8/22/16,4000,8/7/16,283,failed,9
1533951471,Al's Steakhouse & Sports Bar-Home of our VFW Post #5159,Restaurants,3/7/15,77793,2/5/15,0,failed,0
1534930817,Oven Caked needs a bakery!,Restaurants,3/25/15,100000,2/8/15,25,failed,1
153524044,Midwest Food Critic,Restaurants,9/13/14,50000,8/14/14,0,failed,0
153575980,Boss Taco Cantina,Food Trucks,10/21/17,8000,9/21/17,125,failed,2
1535773043,Floured Apron is going mobile!,Food Trucks,3/22/15,6000,2/20/15,6070,successful,55
1536040646,Café to Teach Job Skills to People with Disabilities,Restaurants,9/6/17,15000,8/7/17,16001,successful,124
1536707700,BoKaDo,Food Trucks,5/8/16,40000,4/8/16,556,failed,24
1537311909,The Machine,Food Trucks,6/9/14,29192,4/30/14,5931,failed,14
1537488471,Vitality Fresh Fast Food Truck,Food Trucks,2/8/13,4000,1/9/13,4700,successful,120
1537633380,Desserts by Tiffany,Restaurants,10/13/14,10000,8/14/14,1615,failed,18
1538180781,Bistro Viz. Sophisticated meets Unpretentious.,Restaurants,10/15/14,30000,9/24/14,30285,successful,141
153905476,Mama Angie's Ladles of Love,Food Trucks,1/22/16,5000,11/23/15,770,failed,9
1541710058,Chao Ku,Restaurants,3/2/15,30000,1/31/15,30152,successful,125
1541982629,Bad Betty's Barbecue:  So Good We Put Our Name On it,Restaurants,4/27/15,8500,3/28/15,8727,successful,60
1542854362,Authentic Mexican Restaurant,Restaurants,11/11/17,75000,9/27/17,900,failed,1
1544867764,Growing The BAY CAFE' AND MARKET,Restaurants,4/15/16,8820,3/16/16,577,failed,9
1546613288,Pizzakaya,Restaurants,8/31/16,500000,8/1/16,100,canceled,1
1547547115,Absinthe Lounge Late-Night Grill in Dallas,Restaurants,1/31/15,25000,12/17/14,2090,failed,36
15481028,Somewhere in Time (Canceled),Restaurants,2/17/16,300000,12/19/15,0,canceled,0
1548914459,Milly's Kitchen Bakery,Restaurants,11/2/14,300,10/3/14,0,failed,0
1549089948,Help a hippie with her food stand.,Food Trucks,4/1/17,1500,3/2/17,246,failed,6
154941680,"Wheely's Bike Cafe- Columbia, MO",Food Trucks,10/13/17,700,9/25/17,75,failed,2
1550054043,Speakeasy Supper Club,Restaurants,7/17/17,5000,7/2/17,0,failed,0
1550415028,A New Home For Peach Angel Cakes,Restaurants,7/16/14,15000,6/16/14,5,failed,1
1553572680,The YA Cafe: Cafe and Books for Young People,Restaurants,7/5/14,20000,6/5/14,5,failed,1
1554292584,Sunday Gravy,Restaurants,10/25/14,1600,9/25/14,20,failed,2
1554894609,Sweetness and Love,Food Trucks,11/6/14,100000,10/7/14,0,failed,0
1555010347,Passports Culinary Project,Food Trucks,10/20/14,1000,9/30/14,2,failed,2
155538605,Come On Candy,Restaurants,7/31/14,250,7/17/14,6,failed,2
1555631173,LATE NIGHT SUSHI DELIVERY............let's hope,Restaurants,4/23/16,5000,3/24/16,7832,successful,192
1556026992,MizuDolly's Palace (Anime Cafe),Restaurants,9/3/16,7000,8/4/16,31,failed,2
1556250766,Barrel Down - American Beer Hall,Restaurants,2/13/15,15000,1/14/15,22995,successful,137
1557190012,"Panda Cafe, Chinese Food Delivery (Trial)",Restaurants,5/20/16,600,4/20/16,5,failed,2
15573503,Savage Kitchen : Invasive Species Food Truck & App,Food Trucks,3/13/17,30000,2/10/17,30882,successful,192
1557651522,Launch of Tido and Sharbie's World Famous DIAMOND BURGERS,Food Trucks,10/31/14,15000,9/19/14,2,failed,2
1558227351,Organic Shrimp Burgers,Food Trucks,10/3/14,50000,9/3/14,5,failed,1
1558359973,Sandy's beach grindz,Food Trucks,3/23/16,15000,2/22/16,202,failed,3
1558451610,Give life to El Platano Verde,Food Trucks,10/30/15,65000,9/30/15,0,failed,0
155915879,SPENCER,Restaurants,10/19/15,30000,9/21/15,32923,successful,252
1559208765,Save a Chef,Restaurants,10/1/14,40000,8/17/14,56,failed,4
1559774521,"Wild Skillet: Healthy, Fast and Affordable Meals (Canceled)",Restaurants,6/14/15,250000,5/15/15,16960,canceled,85
1560783363,The Bagel Bar,Restaurants,10/27/14,250000,8/28/14,16197,failed,71
1560875851,Equal Bites for All,Food Trucks,9/18/14,6500,8/19/14,95,failed,6
1561028367,Rock's Burgers and Hot Dogs,Restaurants,5/8/17,70000,3/9/17,85,failed,4
1561220640,Gluten Free Restaurant in the Magnolia State,Restaurants,3/11/15,5000,2/9/15,210,failed,6
1561509417,Ohana Ice & Treats: A Hawaiian Experience,Restaurants,5/2/17,15000,4/1/17,2434,failed,19
1562129256,Cast Irons Steakhouse,Restaurants,3/6/15,900000,1/5/15,1,failed,1
1562573309,"Recreating PC's Cool Place in Siler City, NC",Restaurants,8/26/15,25000,7/27/15,2210,failed,10
1562602965,Worthy Cakes Cafe- Home of Cake in a Jar,Restaurants,1/31/15,15000,12/5/14,221,failed,8
1563278891,Epic Food Challenges (Suspended),Restaurants,4/16/15,50,2/15/15,0,suspended,0
1564589748,Romanda's Needs a Helping Hand,Restaurants,8/3/17,5000,7/19/17,0,failed,0
1564770857,Griddlez...Comfort Food Diner featuring from scratch recipes,Restaurants,8/10/14,250000,7/11/14,0,canceled,0
1564938583,Give The Black Burro a Stable Stable,Food Trucks,5/8/16,15000,4/8/16,886,failed,19
1565401557,Zagara Pasta - Pasta With Purpose!,Restaurants,5/4/16,175000,3/25/16,1082,failed,9
156592635,"Expanding our family restaurant, Vannucchi Brothers",Restaurants,3/7/15,5000,2/5/15,1,failed,1
1566710231,I need a delivery van!,Food Trucks,8/10/14,8000,7/11/14,25,failed,1
156725911,Pride & Joy Cafe Joining the Mobile Food Truck Movement!,Food Trucks,7/12/16,57000,6/8/16,10,failed,1
1567516972,Help me live my dream of owning a food truck,Food Trucks,6/4/16,100000,5/5/16,3,failed,2
1569312315,Sizzling Baked Goods,Restaurants,7/29/15,15000,6/14/15,1080,failed,29
1569396439,Spaghetti Cone Monster!,Food Trucks,8/10/14,25000,7/11/14,391,failed,7
1569750688,Forbidden Noodles - Amazing Asian noodles at a great price,Restaurants,1/17/16,15000,12/18/15,130,failed,6
1570070456,The Board and Table - A Cafe for Fanatix Game Shop,Restaurants,5/17/16,8000,4/22/16,9275.33,successful,90
1572137431,Japanese Burger Anime Cafe (Gabutto Burger),Restaurants,7/9/15,10000,6/9/15,10053,successful,73
157241911,Sugar & Twine,Restaurants,10/11/15,15000,9/11/15,16290,successful,83
1574577402,Fresh home made family recipes Breakfast/Lunch Food truck,Food Trucks,8/15/16,80000,7/16/16,0,failed,0
1575432343,Please Help Santana Fill the Empty Bowl at Fish Frydays,Restaurants,4/16/15,1000,4/1/15,155,failed,6
1576342096,Gordis Food Truck,Food Trucks,4/9/15,80000,3/10/15,60,failed,1
1576857093,Baked Fresh For You,Restaurants,11/12/17,20000,9/13/17,275,failed,8
1576858205,Festival Food Truck::Let's Put Nostalgia on Wheels!,Food Trucks,5/23/15,1000,5/2/15,3550,successful,20
1577616119,Fat Boys Burgers and BBQ,Food Trucks,10/6/15,40000,9/6/15,550,failed,3
1577779920,UMA CASA Portuguese restaurant,Restaurants,12/14/16,30000,11/23/16,31236,successful,158
1578583027,The Food Truck That Gives Back,Food Trucks,7/7/16,6000,6/7/16,112,failed,3
1578738157,CLASS kitchen - A Student Run Pop-Up Restaurant,Restaurants,6/22/15,1400,5/23/15,11621,successful,69
1578971072,Wake & Bake (:eat.smile.enjoy:) I Breakfast on the Go,Restaurants,8/7/15,142711,7/8/15,637,failed,6
1579856274,Gratten Breakfast,Food Trucks,8/30/14,45000,7/31/14,1,failed,1
1579989210,Help IGNITE the Holy Grille,Food Trucks,7/3/16,10000,5/4/16,355,failed,7
1580011588,La Cafetera,Restaurants,1/30/16,50000,12/6/15,0,failed,0
1580476089,GiGi's Best (Canceled),Restaurants,4/3/15,3000,3/4/15,0,canceled,0
1581868275,Fire On High: Organic Food Truck on a Mission,Food Trucks,6/26/15,15000,5/26/15,2871,failed,8
1582043182,Cereal Depot,Restaurants,11/20/15,50000,9/21/15,500,failed,1
1582289289,Baby's On Fire,Restaurants,4/12/16,10000,3/23/16,10900.67,successful,150
1582349790,An amazing new experience & guaranteed success,Restaurants,4/15/17,6000,4/3/17,51,failed,2
158272447,Baked Beer & Bread Co. - bakery & brewery,Restaurants,12/31/15,25000,12/1/15,50,failed,2
1584103312,Mom & Pop's Cajun Kitchen,Food Trucks,12/24/15,89790,11/24/15,1739,failed,8
1584436619,Dinwiddie's Scottish Bakery Food Truck,Food Trucks,7/12/16,5000,5/13/16,0,failed,0
1584911140,The Kitty Saloon: North Carolina's First Cat Cafe,Restaurants,5/1/17,20000,4/1/17,505,failed,13
1585347900,Cinema Coffee,Restaurants,10/13/17,35000,8/14/17,25,failed,1
1585689554,BIGFOOT BBQ - Flavors As Big As Sasquatch Himself,Food Trucks,12/5/14,10000,10/6/14,151,failed,3
1586451242,Georges Food Truck Soulfrito,Food Trucks,11/11/17,35000,9/12/17,40,failed,1
1587184209,Pretty Kakes Chicago Woodlawn Store Launch,Restaurants,1/12/18,12000,11/13/17,25,live,1
1587945418,XL Cookie Company - Bakery and Online Sales,Restaurants,5/4/16,10000,4/4/16,736,failed,16
1588785027,Wheels for Cafe Reyes/We Deliver,Food Trucks,5/1/15,6000,3/6/15,6136,successful,55
1589005559,JCs Catering,Restaurants,4/26/15,1500,3/27/15,0,failed,0
158902315,New Digs for the Best Burger Joint in Central Indiana,Restaurants,2/25/16,75000,1/26/16,340,failed,7
1589207929,The Dream,Restaurants,4/23/15,100000,3/24/15,2,failed,2
1589397219,Willow St Cafe is a solar power food truck.,Food Trucks,5/30/16,50000,4/30/16,1,failed,1
1589423197,"Ice Cream Truck (Vegan, Smoothies",Food Trucks,9/10/16,8700,8/11/16,20,failed,2
1589437344,Capital Chicken and Waffles is Expanding,Food Trucks,3/13/17,7536,2/11/17,7540,successful,29
1589533973,Orangepeel Gourmet Pizza,Restaurants,7/23/15,60000,6/23/15,200,failed,1
1589609957,Mission to Find the Greatest Buffalo Wings in America,Restaurants,8/9/14,1000,7/10/14,0,failed,0
1589740130,"Rescue Our Business, Dream & Nest Egg",Restaurants,6/30/14,50000,6/16/14,380,failed,4
1590252985,Tony's Sub Shack,Restaurants,6/10/15,10000,5/11/15,1401,failed,6
1590670120,Causwells,Restaurants,7/13/14,12000,6/15/14,3231,failed,33
159103142,Bring Mookie's BBQ to life,Restaurants,5/17/15,20000,4/7/15,20160,successful,48
